,ID,Screen_name,Description,Friends_count,Follower_count,Tweet_count,Favourites_count
0,1141244468802097154,boSYj5fpAmIFn3d,はじめまして。いかがお過ごしでしょうか。,173,43,42,228
1,1103548121513046016,JNHQdjlX8J8NSuM,ほくだい 25くみ/紆余曲折→北里薬2nd→北大総理→？/ねこばんび,497,638,7341,4147
2,1212798792698695680,sabou_hou,@aramakizakeの新しいのです。,112,22,9,32
3,753066658340536320,Y_K_photography,魚眼レンズ大好きっ子,81,12140,8678,9324
4,1153914005532004352,shiifoncake,カメラ始めて1年と何ヶ月か📷/大学生/風景とスナップ時々ポトレ/kissm→SONYα7Ⅱ/saga→saitama/2019/7/24〜,110,10622,2047,7571
5,1104361937519824896,Totti_D1062,≒Tosh.Daisen(@Daisen_tosh)/リア垢になるはずだったもの（RT多）/UT理学部bioinfo4年(5回生→6回生)/緑会68期B/東大とりけん(3期？)/山岳雷鳥41期,892,515,27141,93320
6,3781739292,Erde_phys7,「えあで」って読む。情報系にいるゆるふわ物理学徒B1。量子に興味がある。水樹奈々さんが好き。TOEICと漢検準1に向けて勉強中。干し芋のリスト↓,3164,2148,50211,94164
7,1169599548307558400,no1_haskeller,"音ノ木坂学院、3年生。各人がそれぞれのプログラミング言語をマスターしている、スクールアイドルグループ「μ's」……のメンバー、矢澤にこニコ♡
Haskellを勉強しています。よろしくね！にっこにっこにー🤟🙄🤟 「No1. Haskeller」それはあなたのことです☆",1723,1326,412,849
8,890430793318670336,c2chem,数学/ほらに中本1,290,394,15165,14602
9,1128858535591235584,sandcat_lab,"大学院で研究してるスナネコです。院ネコともいう。よろしくお願いします。 アイコンは日々を大切にしたいアライさん(@ADHDASD11)からいただいたのです。無断転載は1ツイートにつき267,900円を請求します。  ディスコ SNNK#5014",1046,1029,13994,14466
10,1172816484604579840,fflora72,,3298,478,5,7
11,1212275721382424576,EzumiTakumi,学歴なし。職歴なし。パソコンはYouTube以外ほぼ使ったことないけどプログラミングをガチで学んでみた人の呟き /#TECHEXPERT68期 #駆け出しエンジニア,52,28,40,17
12,1103625161654198272,pikachu_sophia,"上智のピカチュウ！経営B1。Accounting.
TAC。会計士受験生でチュウ！投資もはじめる予定～！",513,489,11177,44584
13,3146096034,falcon_lunch,Falcon punch!!,13687,141926,91990,734
14,1217080125369438210,team_tokachi,春からの新アカウント。【旧：@sho5_sony】念のため言っておきますが写真垢です。ちょれい🤞 #チーム十勝 #sony #alpha,141,492,250,260
15,1071344471508283392,88Masaya,家族を撮るパパカメラマン / テーマは｢日常をちょっぴりファンタジーに｣ / たまに満月を持った作品も💫,125,6809,1879,9990
16,112480180,kingjim,「テプラ」や「ファイル」の文房具メーカー KING JIM 株式会社キングジム公式アカウントです。商品やサービスの最新情報、ささやかな日々のできごとなどをお届けします。ご質問・お問い合わせは、各種サポート窓口にお願いします。https://t.co/BcjtDu62vv,14070,363539,39623,286
17,1964727108,public_ai000ya,"にっこにっこにー🤟🙄🤟
Moggiと''love''で接近中! 「せつラボ」シリーズを執筆中（数学および圏論の初歩入門書）

https://t.co/JegESShNWa / ブログ: https://t.co/LCRc2iwbff / @aiya000",1878,2307,87255,65989
18,264498059,derax8oo,"め

PLCと産業用ロボット",388,109,10745,19664
19,3781739292,Erde_phys7,「えあで」って読む。情報系にいるゆるふわ物理学徒B1。量子に興味がある。水樹奈々さんが好き。TOEICと漢検準1に向けて勉強中。干し芋のリスト↓,3164,2148,50211,94164
20,1217455291622551554,vN89l54GarergzR,ジャパリ隊の砲兵士官のアライさんなのだ。ENTPなアライさんはSJ型指向な群れとは距離を置きたいのだ。　さむいちほーから思いのたけと砲弾をお届けするのだ。言えないことは言わないのだ。ちなみに転載料は１ツイートにつき３０万円なのだ。,296,186,115,164
21,2394707264,sakana3319,仙台育英→だいがく（診放） オートプシーイメージングがやりたくてこの学部を受験しました！ https://t.co/xY6rLwKd3F,760,335,3370,32444
22,1012774148559364096,alse0903,新卒でIT企業に就職→開発の実務未経験で退職→独学でプログラミングを習得→フリーエンジニアとして独立を果たす。未経験からのエンジニア独立ノウハウを詰め込んだメディア【https://t.co/ZI20lMfi9g】を運営。リモートワークで114万円/月を達成。プログラミングは趣味兼仕事。IT業界、プログラミング、フリーエンジニアについて呟きます。,119,4615,2285,2530
23,1123854862603759619,keiji89624686,"札幌東→北大
剣道",65,39,2,172
24,1125246688422064128,monouru_ol,普通の人です/中堅企業の総合職で働く女の日記/19卒/日系メーカー勤務/代理店営業,41,272,500,1168
25,3611048172,ASUmoYAMA,週末はカメラを抱えて山に行きます。 Z6、D750、OM-D E-M1 II 、時々D500。マシュマロ→　https://t.co/0PsaIALUGH,801,4037,21285,56166
26,1219881714136141824,megumisfotogra1,Restart: Instagram will resume from February!,26,117,29,46
27,1209704746191220736,joestar_re,ジョースター不動産株式会社が運営する『ジョースター不動産』の公式アカウントです。弊社は【人生同行院】をテーマに全てのお客様の人生に寄り添う不動産会社です。売買・賃貸仲介・管理等をおこなっています。不動産に関係ないこともツイートします。このアカウントは⭐️と🦍の2名で管理しています。📞029-350-1312,2,563,9,2
28,1169599548307558400,no1_haskeller,"音ノ木坂学院、3年生。各人がそれぞれのプログラミング言語をマスターしている、スクールアイドルグループ「μ's」……のメンバー、矢澤にこニコ♡
Haskellを勉強しています。よろしくね！にっこにっこにー🤟🙄🤟 「No1. Haskeller」それはあなたのことです☆",1723,1326,412,849
