,ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,59557968,924464458088333312,169440903,2990444731,819037091518562304,1388801762,417968533,1194454448048787456,828629656496541696,790540421663367168,3318460274,150140566,1123886412573630464,954857754086187008,4482121476,3004391053,5486032,2726282472,2481733416,1936129825,1085750294804221952,893030908135002112,769861480938209280,951469581498957824,112989041,4463843958,971027037312962560,1114033967982829568,3246686814,2231468155,837847088176099328,2908701589,489120637,3224042804,920135105175175168,2306053213,212425778,3244878510,1048065551103213568,949255711208308736,179842040,238025863,227949683,838559106331893760,1501807844,2979074496,779697770110255104,206215145,4788890402,505218781,220332457,799250770767949824,890939918,935844481,4854388219,1645169828,506014936,888156218,4324788856,2949456774,2610728293,2257565623,413253370,4793900893,1339835893,25073877,706933895502163968,616220809,2343719022,14879034,2488769688,3128382694,3240294466,3166892925,387499625,3020967096,149786793,3141011480,2697192608,135022180,2346809580,2292265376,121720331,257909295,52555253,587268181,106324851,820066843,175100064,104592509,169001172,1324660568,238699989,578720536,1618828544,1522676886,1251530582,611691620,847130382,236020724,346988905,284524553,99864729,253919547,738201434,538066489,394014523,525035784,277798411,339618603,67506035,70377810,25624275,114446939,99864021,259662062,90941597,110955175,14903477,59111213,162965189,182284428,112328242,163745140,118028227,181099378,58115248,123165539,153317690,25959064,145266100,152975180,95112378,150588792,108808407,68442037,107576150,123791433,112605176,69793346,578379384,1017637416,166431021,219342450,275884677,209914252,793232048,794934188,2276938069,254442365,174511656,155373765,121468723,278334766,1445450528,152829281,96707669,140667428,256941232,63389610,263388056,111919202,221914065,269683779,155325164,227291256,262181798,87057435,271256926,44800875,94095326,258864758,271191327,66369705,129160960,186849286,262649924,11633492,9633112,247001504,260437298,260437367,260437243,260437308,269277874,255908864,270281314,224990161,256310743,260732050,267395297,229756481,236391782,236391404,53631796,241974626,270761387,184770331,115659617,202615317,257923759
1,3283234868,1187687180254273536,1193198852419010560,977578322,1214423492612902912,44475162,1218240187702095872,882170713540636672,1207668894636204032,1209380203677356032,3502381032,1213473590701481984,1170781316175937536,1100012105200222208,1212979459390722048,1211268904296697856,1215510396863270912,1213472044261629952,1213470446672203776,1216254368086818816,1213474643979329536,1211279479240196096,1212381543533928448,1210391186231320576,1216256746143903744,1216255976010989568,1182560274999459840,1210400432612241408,1213037877539377152,1210883760234721280,1205142735235059712,1200816027136749568,1172207229056892928,1176556635407306752,1166563333694267392,1192776789862408192,1205802466362548224,1212211421817081856,579417327,1138626926145298432,1200320184076001280,1213303849445810176,1190199376527814656,1197097792881098752,100382703,2696288634,951141311377231872,1018819665458548736,1212784224819806208,1190969753990356992,1055353373510303744,1210968522370633728,1179654226319798272,1203470544785616896,1191662584740507648,1194784064240148480,1211265581401309184,1207487199622529024,1209298175212736512,135345513,921623444273242112,1180138425778888704,1206257185505734656,1201162447068884992,1184104818199035904,1206201824191164416,1304205912,1193502931414208512,1209451835637030912,1202974757517291520,1198392123621404672,1069647392805478400,1188199388637732864,1197528714852085760,1200019719295664128,1176099480862543872,1192403710309060608,1198805241992364032,1208226274793017344,1199260465936814080,1204628309201412096,1422353773,1190084635180486656,1062366696189526016,1199560405137256448,1199510338854514688,1196825639862431744,1209108732447059968,1199678093285191680,1194457598394818560,1198899723324682240,1181824990389395456,583688969,1200758557919993856,1201076421084401664,1204719449950941184,1201036491020877824,1208302265389346816,1088041938794631168,1152828686732685312,1189449846358298624,1118950130843996160,1142745929465749504,1194206276948873216,1193947732018229248,1199940359444287488,1195670697353203712,1200707615233208320,1202545591315763200,1198532366219784192,1207989857672261632,1205002663856762880,1203312582964080640,1200379538645012480,1197104462717837312,1193068009750794240,1206388115012603904,1200947073526296576,1192106498421219328,1203897517622120448,1193703287771394048,1198876389270851584,1025969213167419392,1204611354797039616,1207342349170298880,1190481751019114496,1192350227388198912,1189411902675275776,1204605813483921408,1206107036120829952,1196259164210647040,1204381877043204096,1191614373304733696,1204373279009411072,1204338563824750592,1202973105020264448,1201596892129288192,1206036843063468032,1194219498200453120,1204588892696891392,1195867409573269504,1196268843351437312,1185261014553522176,1193481198934183936,1156147200252006400,1483759932,1204392624615907328,49979650,1193732736168558592,1181814861891657728,1205835765038501888,1118955175236890624,1199512440372789248,1195956144545550336,1200952013359419392,1204333033467154432,1143936365656268800,1135017060000382976,1203652372351860736,1193113222036901888,1133755619595259904,1197439629063905280,1197429552907091968,1199976239051575296,1204485069819326464,892970850026110976,1180542892839964672,1185165880310714368,1193447058067218432,1184057116442550272,1204366801968087040,1203195250803527680,1023645087941767168,1179423980832190464,1197089611442311168,744464798604156928,1562743597,1193731236327391232,1204091750437928960,1204089783301001216,1181776682253832192,1174605291544969216,3119475539,976820457549709312,1193413611164590080,1186436197561716736,1200270453970890752,1203313119201640448,1189543348861718528,1191933224030744576,1202917131035136000,1192355010157219840,1194582644110974976,1194952872342851584,1194561296630345728,1201143211932016640,1182010114385022976,1162969473202049024,1200785724468916224,1197511863157678080,1201367801287413760
2,1446530682,1112361946823778304,1112413538750992384,1119168976116908032,1110410938434404352,1119161332819828736,1098234246920105984,1066993883433848832,1118643316718014464,202373094,1100639057867141120,1146526229027315712,304315263,1120775867184164864,1135699634989490176,1130057176565858304,166676549,983348906644951040,1573190294,1102711927090888704,840331207191724032,1147297393672642560,815603854901477376,1141058241440493568,1154167963550920704,1166612711456854016,1086667077618933760,1108480549436510208,1513830804,1170319802424025088,89767893,1146309658476290048,297626381,1162384524858273792,1158982859060928512,2193478699,965855847736860672,956060357021392896,1175884377349394432,892942026743967744,19210721,1174807789740445696,1150600289210310656,1173046579911155712,4128458039,256724402,1177153821212119040,152133599,1183288563984748544,1188437873130967040,1160108478645620736,1163528759464669184,1170958489629253632,1159374647990730752,1109466831511871488,298505972,721263878869426176,1129406115794436096,1071007795858825216,1111953396205080576,1124366039586942976,1091231209299025920,1146196080637501440,1139479513572749312,1149407262932459520,1152655004261597184,1127723546371866624,955224797297823744,1154083597428674560,1857371468,1153972046411571200,397868049,1136527090843627520,956407045388996608,2960477422,1142338783129608192,878782165814833152,310986782,130510092,96962507,134604887,4059276082,948863957179207680,809104331769319424,1136663439185551360,128360802,128485922,958976468373114880,1287966092,1306762764,1320821090,1401977598,1430788117,2204934044,138552381,142768212,144237968,148025203,2215919087,2795505421,2795592812,2795634494,2951542487,151930818,316053663,316251458,316341645,316380269,2221384055,2225447314,2248120715,2251628817,2951612500,1108437213262594048,928884104770281472,990850093363417088,1000614562515881984,1027549889583083520,2559128947,1118926222501793792,975145543,4021180514,1126923526835965952,1106878166935707648,996707486680875008,899054685486804992,1111340072832520192,1123184354405101568,741284502111014912,1116229274544033792,1073689048961695744,1114262293871779840,908050844465205248,1275210721,4826386474,388008943,1124168632110649344,1073816446193553408,827045667612848128,1006214791,996950576679325696,3017597931,2930944055,1100816227239424000,963840424837369856,962050042742767616,800662343898144768,1113779961763069952,959493297222881280,1076363985648340992,1121065572270268416,3448865896,1134188265198817280,1113774749677703168,1092442092368994304,1145046079613886464,1128076341985861632,3876970996,1023525393998008320,1102021149649588224,3597341536,1087312151696424960,3303385098,1138109458155003904,223636843,924898610,1132637091890892800,1135546666302545920,2353455856,1137219947355082752,1124397242469818368,1125433002136363008,1105964351670939648,1134644110718111744,1056226112676810752,1144259235649335296,726711394134048768,995100716879482880,1145276410757615616,1149697667305545728,1101214260770848768,1682776148,2948956559,1129589373610188800,1128377773544833024,1143928431710789632,1267168303,1157344658,2785307455,831967003808235520,1061450050486894592,887019718774861824,4335941535,1016784787321884672,1098650445432713216,1098563528439590912,739434578931253248,963427841336664064,1089350774063357952,31620465,1685695428
3,1198440420369240064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1126616684339482624,1198104172517740544,1205510576870318080,1217052720399450112,1065792993465004032,1217630851661352960,1138078347752173568,1112629108356214784,1004626310663032832,1123346899149266944,1192007653267918848,1198189318046547968,1205878369176285184,1207595563400609792,1207661056769683456,1011154318131515392,1215441077223608320,1212076162526015488,1187328074997620736,1132896106659008512,1174579256745021440,1141612894053781504,1211965158857175040,1050625645808517120,1184396898255290368,1171287870264315904,1211280745404096512,1185718809048412160,952853708856963072,769156805154869248,1133339770149490688,1121601181669740544,1126481391791644672,759323168418832384,1120648865273634816,1112857965545963520,950299635838418944,1129772202138656768,1202975542867193856,1202970831686516736,1131122628154892288,1096670596262318080,1163069225872658432,916827717810634752,1114581971273830400,1109771722054463488,1084022817392218112,1120663256039706624,1203942552623144960,981188336852217856,1125768941081485312,970616623013900288,1118996913016066048,1110368999550808064,1200775059670880256,1169538456910880768,1192391180303994880,1202428851445358592,1201508364577984512,1140986008579657728,1109817907704291328,1124694805236277248,980703849022332928,1128041927868203008,1144807903888494592,1143878182996762624,1120846339783319552,1139041042638893056,1141453544769359872,1143159083437965312,1142629493003046912,1143492682662023168,1143433320136609792,1144310486500069376,1144089780826718208,1144478073628184576,1144821318505914368,1144320886805278720,1144867317496471552,1144650435862683648,1144663540382523392,1190190677507706880,1144897407932440576,1113674126319804416,929597118687277056,1112127599369584640,1156620850084192256,1150480986666340352,1145707921000370176,1178939870116368384,1086551414287917056,1130404211957456896,1133669681888280576,1085675672620552192,1126431322468114432,1127852801000759296,1039056411320233984,906469391616716800,1114138987092779008,1085176845220204544,1112332423398776832,1147896075467935744,1131211454475001856,1122556795224875008,997183811199778816,1096381655869153280,1016353687814397952,1148176701500747776,1152350944006307840,1122079894928646144,1132967666178674688,1151095009485004800,1129689857498857472,1111790455438471168,1098209671406473216,1115065026098765824,940583171795566592,1072361572637405184,1123992139065696256,840173403340390400,1121757426301067264,1009361947853185024,1106962948595961856,1110876830955761664,1152890385548496896,1134420021663244288,1074274188204986368,1152894827693875200,1119943692314218496,1015868531383009280,1137362795387793408,1133027003437682688,1150250070995947520,1081390956077666304,1148184690576150528,1102859956250828800,1145169133488594944,1124138729155620864,1160503153457975296,1137656573092745216,899579104457932800,1127158779194142720,1100747855180980224,836818877493424128,1134402001544986624,1145269920873115648,1152358037304201216,1128226473607745536,1125431434489896960,1117727958859337728,1081636488444399616,1114190091532914688,1113663092049604608,1124674331336855552,1121598121715228672,1114452504975011840,1130547680751394816,1082185312900603904,1126133229142941696,1005425752492294144,1132988336992219136,1133288846433513472,1088342639097737216,1043715197918052352,1084793607016464384,975224675570626560,3842221812,973440332057620480,1103523087226531840,754825465672536064,1167989879067643904,1174496997182566400,1104371171993124864,1041171262679085056,1151347901123006464,961935274203799552,843090360083468288,721312369394081792,1114453656089157632,1183022307851169792,1186293431032668160,1081791639469752320,1131933797249835008,1163036447856660480,1163090918963994624,789427599642505216,1183686010384707584,1134756905459445760,861231835849793536,941174896796737536,1178965558370263040,1181047074944700416,1176042169276059648,1109068997809438720,1163703227612717056,1147672446184517632,2456535421,1106696724913905664,1026776429730525184,1181331132480024576,1183367421194694656
5,1114453344129409024,701786598908669952,1115624251602526208,1166252339545509888,1111043099931742208,1062260583532158976,1080138596886077440,1186058929068838912,826599599171260416,1926147032,1119909258961641472,1025353676909465600,1090216616418136064,1050616952522039296,727120525495926784,1147765674984402944,1025044791115927552,1193088523882000384,1184738684093915136,835864885,1081931568426274816,847238776954933248,1157669769522212864,795181077950148608,1071284037614886912,1188765010245214208,1158875628172713984,1144372822044577792,1165427780479139840,1859903935,768411016380096512,1648016492,1121390631882858496,1158693497232166912,1187216713214914560,1152488068357640192,1110325161322921984,1167413090251505664,1045590499854188544,1199202719900131328,1186656206342914048,1130635848888664064,1326650066,1136137784895238144,1186615331243999232,848502843799519232,1110178531290431488,3630128652,1146200187544592384,1174679460362145792,1197175378915151872,969396450114256896,1181597587222089728,88623566,1060039307170263040,1072169031983976448,1092064842935033856,1006323675535151104,930944166699327488,986491156090511360,1044232501,813580076730052608,4773308772,747133626685460480,1064846176011223040,1059349313585799168,1108975130942672896,4906531964,169501925,923039580089081856,780734504411422720,934755943673237504,1043819034934837248,1023530892910710784,879336046919507968,1109663267243225088,765026562496344064,4701852152,1188607955207245824,779006608521125888,1108184666966679552,1233029593,1098078575733891072,1125405333608730624,1176466319866093568,121448470,835430540475949056,1105088467954892800,990967944472506368,2401712659,2752163340,1200074026242072576,1201890918598492160,1042291735013974016,1200079623045963776,1193764940235980800,1119549042151890944,1179634663469375488,863583294817947648,2549927426,1164814417344602112,1133575127721865216,1198127330767462400,242205251,1202251838256320512,750223325599657984,1161193180747800576,1201419384205393920,985260544130072576,350285542,1178676500867903488,565997775,1150017847147421696,86846725,1155862237782740992,1201436868723630080,953136877195821056,717934781585985536,1174730923566223360,953794429785001984,707786831199207424,1120699248637427712,969542651677523968,1202127245185126400,1195689515936964608,913388451176656896,1101122020169805824,3257252822,172679573,1140659373183655936,1201408796469260288,769371570712129536,1201412937023311872,1191347937290309632,1181004407762145280,1139491496355196928,248978303,1185896542449762304,1188967962587172864,1192630547291365376,1160329558836387840,1161141466288123904,1202595575868211200,1181181719904309248,1195959559610748928,1538267862,2166836130,1077195620526379008,3014122286,2895735030,116374982,854852493494202368,1032863704646221824,910812418959319040,144143233,888413513407803392,165031756,869725650,1158573256019812352,777108321362845696,1108000596823404544,963363703633559552,111249548,1154671842164002816,2272901155,1167378268992856064,1086568379513634816,1438224991,994225086239465472,847629105759567872,1168298435327361024,951687163732672512,1117371205583958016,78273949,898738334649819136,529166159,1114637600956923904,1172125763849478144,862626246097747968,293802966,761040609167548416,1125212414759190528,1174196553319354368,1156534310603649024,1178108712176758784,2848918309,947422823248576512,961417035996524544,1297155583,912951930829152256,3253830326,1138370840687284224,599701783,1102070991751020544,949836695196680192,1186643269339484160,1086827157039403008,1115888290606010368,1144249398978736128,819719477839265792,1130075294243573760
6,1189928363105738752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,14890267,3123570752,3423514751,1144443283491512320,1187423928731389952,952493655188746240,1136721951131672576,1118115029860200448,761085733,1076035601177153536,993554293885161472,740492722608439296,138559327,1139159055874871296,80981281,4799141172,776383024019767296,325724979,2443646681,1291430869,282463023,715938846,3031857576,1126855475125866496,1030896000217608192,1134081500864008192,22789952,1920862952,1000933243594723328,1069757934882775040,3223767320,1132169743367102464,722002230,2758283160,859086191391457280,274924706,566485929,3255728378,188114842,1154825824551542784,738004599232155648,1623253705,123848518,1509595968,1142993906163826688,4852311677,998124419506757632,332013641,1087059126914433024,1067767673637953536,804431549835919360,1018041255937433600,752160912723894272,1154284128889528320,1083841980944343040,1150492524928208896,844389967346380800,820625820322562048,813322799263555584,527809689,1124762426811883520,1011703594389778432,527879431,1152534710381436928,187654927,357323663,1166415094655225856,3081285618,512875440,1172792887978758144,48402424,1174514152188108800,3360069226,1130119985953513472,1170975714524446720,83074433,1163106212361064448,1176032216830267392,153044811,1177969490363129856,80413939,1170401375387299840,845619595335610368,1164801177118109696,1164795803652648960,1164799810181849088,1658037080,2370868597,867603173678120960,276799727,1182830325292027904,341107145,727756477629382656,1149562824537939968,62932762,1106908930788282368,250669892,1087906640282640384,24856912,588338954,88550289,2128081,15930817,7088432,629883,945553030845308928,2157319628,374936892,1189495868166156288,1038898595444023296,1170308894025011200,1000360143916290048,17090308,1168613418028457984,1104245368676601856,1169172312379150336,1171280913801469952,394772514,1188048620517351424,716275699494043648,2481996937,1190510604219379712,2871127294,1174321601799585792,1173170224532807680,867685432947036160,1166262039951507456,797714530361110528,4023796725,1191025003933753344,1191289465643446272,1090224606181580800,1151200661868036096,437955099,728896564794695680,745665609237733376,1035763974212485120,1186051918998585344,1191626772544049152,990176731268046848,919261182007173120,221292708,931754258,343304803,1167969051441815552,1193854680196997120,311150905,1167138942065332224,1193938300165332992,1194046637859049472,1193688551059337216,188868195,2530533960,1192487222676602880,2563719020,1173390310107471872,1189433085638729728,1189274474245431296,1187442479274045440,1169199078317731840,1189487799625498624,1096962569057689600,1187560173197389824,261618749,64751408,1173125015098687488,1169955176758820864,897329344066064384,214787404,864414024204656640,1187153494739959808,1046097778772893696,760061130920296448,1058992437312446464,315835103,1189999254280036352,55523992,1157319928824913920,1149679799281029120,166495838,1191149715129110528,1190915446041526272,1179384458656518144,1171630062690611200,1387471225,792834039329726464,971252591731662848,1185625895525990400,2489990351,257150572,1191090189638291456,1192309994076692480,1189358639552663552,1192561700974796800,1175195132926128128,1135202476053995520,3141289247,1191377280372789248,1187718959912640512,1128598118919036928,1172021265101545472
8,870414845744734208,1071005995248304128,850256764972838912,257570292,868097696,1081578666944024576,2573380633,405597299,1023651242772447232,3438103823,2776989533,30767774,147319455,1427878832,252755362,296919884,174646253,706943679932571648,724710423866540032,967817204254330880,1036784025137033216,611186908,1131035284236328960,2349524618,1193955568337276928,3364510660,854106598888939520,1036812773928448000,3058068768,2429853040,2863302066,3260291756,713567913064538112,4571209935,8861712,1050183048300568576,2937629019,877658977634574336,923703416139939840,1045499012110077952,22375157,341359035,160417066,3460171936,1161472987675201536,1013583657964113920,1071758726665785344,2544623209,3908000011,25915897,172249774,310053689,2657112107,2296709577,851962987548098560,318693339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1076308752901390336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
